Artist 1,Artist 2,Popular Collab,URL,Popularity,Artist From
Miley Cyrus,Justin Bieber,Overboard (Live),https://open.spotify.com/track/5h4Z1fyzlAZhGPRaQz7ima,42.0,Artists from Same Playlist
Miley Cyrus,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,76.0,Artists from Same Playlist
Miley Cyrus,Wiz Khalifa,23,https://open.spotify.com/track/20FZrLl9zSbO9b3DhaqO6M,67.0,Artists from Same Playlist
Miley Cyrus,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g,61.0,Artists from Same Playlist
Miley Cyrus,Dua Lipa,Prisoner (feat. Dua Lipa),https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,70.0,Artists from Same Playlist
Miley Cyrus,Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,67.0,Artists from Same Playlist
Miley Cyrus,Sia,Muddy Feet (feat. Sia),https://open.spotify.com/track/6QSR2OrZOICOXfFB5Wswt1,52.0,Artists from Same Playlist
Marshmello,Justin Bieber,Where Are Ü Now (with Justin Bieber) - Marshmello Remix,https://open.spotify.com/track/5ScMaEiUXf9BATTbDKNFq8,42.0,Artists from Same Playlist
Marshmello,Bastille,Happier,https://open.spotify.com/track/7BqHUALzNBTanL6OvsqmC1,82.0,Artists from Same Playlist
Marshmello,Selena Gomez,Wolves,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,75.0,Artists from Same Playlist
Marshmello,Anne-Marie,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,73.0,Artists from Same Playlist
Marshmello,Avicii,Waiting For Love - Marshmello Remix,https://open.spotify.com/track/4gnvnnm2oYy8IsUZ104wOS,32.0,Artists from Same Playlist
Marshmello,The Kid LAROI,Hate The Other Side (with Marshmello & The Kid Laroi),https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,68.0,Artists from Same Playlist
Marshmello,Halsey,Be Kind (with Halsey),https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,70.0,Artists from Same Playlist
Marshmello,DJ Snake,Let Me Love You - Marshmello Remix,https://open.spotify.com/track/6Hx9gLuAKkOfoZoL79OSI1,45.0,Artists from Same Playlist
Marshmello,Megan Thee Stallion,Bad Bitches (feat. Megan Thee Stallion),https://open.spotify.com/track/2OYfxjLnQuPo7Co1WH0Z1S,36.0,Artists from Same Playlist
Dua Lipa,David Guetta,Sweetest Pie - David Guetta Dance Remix,https://open.spotify.com/track/5xUJYQA7f6WU77N8VDASBH,42.0,Artists from Same Playlist
Dua Lipa,Mark Ronson,Electricity,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,66.0,Artists from Same Playlist
Dua Lipa,Miley Cyrus,Prisoner (feat. Dua Lipa),https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,70.0,Artists from Same Playlist
Dua Lipa,Tainy,UN DIA (ONE DAY) (Feat. Tainy),https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,67.0,Artists from Same Playlist
Dua Lipa,Martin Garrix,Scared to Be Lonely,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,78.0,Artists from Same Playlist
Dua Lipa,Megan Thee Stallion,Sweetest Pie,https://open.spotify.com/track/3JXF3LsUjyDIHjuwhXxdjo,64.0,Artists from Same Playlist
Grey,Maren Morris,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Grey,Camila Cabello,Crown (with Camila Cabello & Grey),https://open.spotify.com/track/7qrMWXNwE1aD1o1sBnyIAh,41.0,Artists from Same Playlist
Grey,Zedd,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Grey,Selena Gomez,Same Old Love - Grey Remix,https://open.spotify.com/track/0OufsCd9tCvEoAsXK7uJRW,21.0,Artists from Same Playlist
David Guetta,Bruno Mars,Versace on the Floor (Bruno Mars vs. David Guetta),https://open.spotify.com/track/5UJshy5HDHdNEVqlJwzsQB,57.0,Artists from Same Playlist
David Guetta,Charlie Puth,Attention - David Guetta Remix,https://open.spotify.com/track/7ksmqYjUIkT7OFvvhw7Q7s,37.0,Artists from Same Playlist
David Guetta,Justin Bieber,2U (feat. Justin Bieber),https://open.spotify.com/track/61WR5FfGNLJxpLsAc61qWQ,62.0,Artists from Same Playlist
David Guetta,BTS,My Universe - David Guetta Remix,https://open.spotify.com/track/5FvxRvrQ8qzKjBJ6ST9aiu,45.0,Artists from Same Playlist
David Guetta,Clean Bandit,Cry Baby,https://open.spotify.com/track/7oDSG2Q9RBU0QjgtfYQOdD,73.0,Artists from Same Playlist
David Guetta,Zara Larsson,On My Love,https://open.spotify.com/track/0dxp7DyPJEo6JhtnjUtBnN,65.0,Artists from Same Playlist
David Guetta,Coldplay,My Universe - David Guetta Remix,https://open.spotify.com/track/5FvxRvrQ8qzKjBJ6ST9aiu,45.0,Artists in Different Playlists
David Guetta,The Script,Goodbye Friend (feat. The Script),https://open.spotify.com/track/59naFBAHqgOUBzTTSCjYOK,34.0,Artists in Different Playlists
David Guetta,Anne-Marie,Baby Don't Hurt Me,https://open.spotify.com/track/3BKD1PwArikchz2Zrlp1qi,81.0,Artists from Same Playlist
David Guetta,Avicii,Addicted To You - David Guetta Remix,https://open.spotify.com/track/6YMXxomWa9gMt9gnhZOVJY,45.0,Artists from Same Playlist
David Guetta,Dua Lipa,Sweetest Pie - David Guetta Dance Remix,https://open.spotify.com/track/5xUJYQA7f6WU77N8VDASBH,42.0,Artists from Same Playlist
David Guetta,Flo Rida,Where Them Girls At (feat. Nicki Minaj & Flo Rida),https://open.spotify.com/track/63rbP24OzfaQCJjsHWZXnY,67.0,Artists from Same Playlist
David Guetta,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,62.0,Artists from Same Playlist
David Guetta,OneRepublic,I Don't Wanna Wait,https://open.spotify.com/track/331l3xABO0HMr1Kkyh2LZq,85.0,Artists in Different Playlists
David Guetta,Megan Thee Stallion,Sweetest Pie - David Guetta Dance Remix,https://open.spotify.com/track/5xUJYQA7f6WU77N8VDASBH,42.0,Artists from Same Playlist
Megan Thee Stallion,David Guetta,Sweetest Pie - David Guetta Dance Remix,https://open.spotify.com/track/5xUJYQA7f6WU77N8VDASBH,42.0,Artists from Same Playlist
Megan Thee Stallion,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL,74.0,Artists in Different Playlists
Megan Thee Stallion,Wiz Khalifa,"Y U Mad (feat. Megan Thee Stallion, Ty Dolla $ign & Mustard)",https://open.spotify.com/track/34TAFsrcHSBvLxhXZMBRSF,38.0,Artists from Same Playlist
Megan Thee Stallion,Dua Lipa,Sweetest Pie,https://open.spotify.com/track/3JXF3LsUjyDIHjuwhXxdjo,64.0,Artists from Same Playlist
Megan Thee Stallion,DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy,66.0,Artists from Same Playlist
Megan Thee Stallion,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",https://open.spotify.com/track/2sQH02O2HBCPJCztBrCWNa,62.0,Artists from Same Playlist
Megan Thee Stallion,Marshmello,Bad Bitches (feat. Megan Thee Stallion),https://open.spotify.com/track/2OYfxjLnQuPo7Co1WH0Z1S,36.0,Artists from Same Playlist
Avicii,David Guetta,Addicted To You - David Guetta Remix,https://open.spotify.com/track/6YMXxomWa9gMt9gnhZOVJY,45.0,Artists from Same Playlist
Avicii,Daft Punk,Derezzed - Remixed by Avicii,https://open.spotify.com/track/1rn6JIHBuBZiwvA57jeoOB,35.0,Artists from Same Playlist
Avicii,Kygo,Forever Yours - Avicii Tribute,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,58.0,Artists from Same Playlist
Avicii,Marshmello,Waiting For Love - Marshmello Remix,https://open.spotify.com/track/4gnvnnm2oYy8IsUZ104wOS,32.0,Artists from Same Playlist
Halsey,Justin Bieber,The Feeling,https://open.spotify.com/track/7E390nZTMqEbrNC1TmHd42,57.0,Artists from Same Playlist
Halsey,BTS,Boy With Luv (feat. Halsey),https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,73.0,Artists from Same Playlist
Halsey,Clean Bandit,Alone - Clean Bandit MFF Remix,https://open.spotify.com/track/483v27PMHWBtPFyXQ3rElQ,25.0,Artists from Same Playlist
Halsey,The Chainsmokers,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,84.0,Artists from Same Playlist
Halsey,Marshmello,Be Kind (with Halsey),https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,70.0,Artists from Same Playlist
Martin Garrix,David Guetta,So Far Away (feat. Jamie Scott & Romy Dya),https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,62.0,Artists from Same Playlist
Martin Garrix,The Weeknd,Can't Feel My Face - Martin Garrix Remix,https://open.spotify.com/track/22SXyL6pUjwIvGWvgGjLov,48.0,Artists from Same Playlist
Martin Garrix,Zedd,Follow,https://open.spotify.com/track/5aXTfpNOqLj35ydEiLio67,52.0,Artists from Same Playlist
Martin Garrix,Dua Lipa,Scared to Be Lonely,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,78.0,Artists from Same Playlist
Sia,David Guetta,Titanium (feat. Sia),https://open.spotify.com/track/0lHAMNU8RGiIObScrsRgmP,69.0,Artists from Same Playlist
Sia,BTS,ON (Feat. Sia),https://open.spotify.com/track/4JWbH50WabthGhmtduR8b9,52.0,Artists from Same Playlist
Sia,The Weeknd,"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack",https://open.spotify.com/track/6x0ex5urwhqB3AYLREVRUd,53.0,Artists from Same Playlist
Sia,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,80.0,Artists from Same Playlist
Sia,Miley Cyrus,Muddy Feet (feat. Sia),https://open.spotify.com/track/6QSR2OrZOICOXfFB5Wswt1,52.0,Artists from Same Playlist
Sia,Flo Rida,Wild Ones (feat. Sia),https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,77.0,Artists from Same Playlist
Charlie Puth,David Guetta,Attention - David Guetta Remix,https://open.spotify.com/track/7ksmqYjUIkT7OFvvhw7Q7s,37.0,Artists from Same Playlist
Charlie Puth,BTS,Left and Right (Feat. Jung Kook of BTS),https://open.spotify.com/track/5Odq8ohlgIbQKMZivbWkEo,74.0,Artists from Same Playlist
Charlie Puth,Selena Gomez,We Don't Talk Anymore (feat. Selena Gomez),https://open.spotify.com/track/54PbBpquVfhfrwRwvjSXbI,79.0,Artists from Same Playlist
Charlie Puth,Wiz Khalifa,See You Again (feat. Charlie Puth),https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc,80.0,Artists from Same Playlist
Flo Rida,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),https://open.spotify.com/track/63rbP24OzfaQCJjsHWZXnY,67.0,Artists from Same Playlist
Flo Rida,Lady Gaga,Starstruck,https://open.spotify.com/track/2DLsZCx5UEqVB3vY3kZWWB,52.0,Artists from Same Playlist
Flo Rida,Sia,Wild Ones (feat. Sia),https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,77.0,Artists from Same Playlist
Julian Casablancas,Daft Punk,Instant Crush (feat. Julian Casablancas),https://open.spotify.com/track/2cGxRwrMyEAp8dEbuZaVv6,74.0,Artists from Same Playlist
Camila Cabello,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,70.0,Artists in Different Playlists
Camila Cabello,Mark Ronson,Find U Again (feat. Camila Cabello),https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX,49.0,Artists from Same Playlist
Camila Cabello,Shawn Mendes,Señorita,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,78.0,Artists from Same Playlist
Camila Cabello,Tainy,Oh Na Na,https://open.spotify.com/track/03NqHNdG3Ur6kciQWK6e8V,50.0,Artists from Same Playlist
Camila Cabello,Grey,Crown (with Camila Cabello & Grey),https://open.spotify.com/track/7qrMWXNwE1aD1o1sBnyIAh,41.0,Artists from Same Playlist
Maren Morris,Hozier,The Bones - with Hozier,https://open.spotify.com/track/1yTTMcUhL7rtz08Dsgb7Qb,61.0,Artists in Different Playlists
Maren Morris,Taylor Swift,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO,57.0,Artists in Different Playlists
Maren Morris,Zedd,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Maren Morris,Grey,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Maren Morris,Niall Horan,Seeing Blind,https://open.spotify.com/track/65wnZsZLKJimfK1cTFOfa1,59.0,Artists from Same Playlist
Anne-Marie,David Guetta,Baby Don't Hurt Me,https://open.spotify.com/track/3BKD1PwArikchz2Zrlp1qi,81.0,Artists from Same Playlist
Anne-Marie,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),https://open.spotify.com/track/2hrUO4drrO63i7FYbCLBl2,74.0,Artists from Same Playlist
Anne-Marie,Lauv,"fuck, i'm lonely",https://open.spotify.com/track/2RNsweBBb1a6tAHXQtt2xH,63.0,Artists from Same Playlist
Anne-Marie,Niall Horan,Our Song,https://open.spotify.com/track/3fGW43fnu3OHEw6ohTC2Bw,61.0,Artists from Same Playlist
Anne-Marie,Marshmello,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,73.0,Artists from Same Playlist
DJ Snake,Justin Bieber,Let Me Love You,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,83.0,Artists from Same Playlist
DJ Snake,Zedd,Let Me Love You - Zedd Remix,https://open.spotify.com/track/7xufmkFUZoSjX1mxWupnKY,34.0,Artists from Same Playlist
DJ Snake,Selena Gomez,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,71.0,Artists from Same Playlist
DJ Snake,Tainy,"Fuego (with Sean Paul & Anitta, feat. Tainy)",https://open.spotify.com/track/660eekzsNZ7sdATvfIsAkR,53.0,Artists from Same Playlist
DJ Snake,Bipolar Sunshine,Middle,https://open.spotify.com/track/0g5EKLgdKvNlln7TNqBByK,73.0,Artists from Same Playlist
DJ Snake,Lauv,A Different Way (with Lauv),https://open.spotify.com/track/1YMBg7rOjxzbya0fPOYfNX,62.0,Artists from Same Playlist
DJ Snake,Marshmello,Let Me Love You - Marshmello Remix,https://open.spotify.com/track/6Hx9gLuAKkOfoZoL79OSI1,45.0,Artists from Same Playlist
DJ Snake,Megan Thee Stallion,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy,66.0,Artists from Same Playlist
The Kid LAROI,Justin Bieber,STAY (with Justin Bieber),https://open.spotify.com/track/567e29TDzLwZwfDuEpGTwo,82.0,Artists from Same Playlist
The Kid LAROI,Miley Cyrus,WITHOUT YOU (with Miley Cyrus),https://open.spotify.com/track/1EHUQesfVKwbthtNcpBi9g,61.0,Artists from Same Playlist
The Kid LAROI,Marshmello,Hate The Other Side (with Marshmello & The Kid Laroi),https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,68.0,Artists from Same Playlist
Tainy,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6,67.0,Artists from Same Playlist
Tainy,Camila Cabello,Oh Na Na,https://open.spotify.com/track/03NqHNdG3Ur6kciQWK6e8V,50.0,Artists from Same Playlist
Tainy,Maroon 5,Button (feat. Anuel AA & Tainy),https://open.spotify.com/track/6FDKYM0lBf6zqrg8cFokPd,44.0,Artists in Different Playlists
Tainy,Selena Gomez,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,58.0,Artists from Same Playlist
Tainy,Dua Lipa,UN DIA (ONE DAY) (Feat. Tainy),https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,67.0,Artists from Same Playlist
Tainy,DJ Snake,"Fuego (with Sean Paul & Anitta, feat. Tainy)",https://open.spotify.com/track/660eekzsNZ7sdATvfIsAkR,53.0,Artists from Same Playlist
Ariana Grande,Justin Bieber,Stuck with U (with Justin Bieber),https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,78.0,Artists from Same Playlist
Ariana Grande,The Weeknd,Love Me Harder,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,78.0,Artists from Same Playlist
Ariana Grande,Zedd,Break Free,https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4,75.0,Artists from Same Playlist
Ariana Grande,Miley Cyrus,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,67.0,Artists from Same Playlist
Ariana Grande,Lady Gaga,Rain On Me (with Ariana Grande),https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,70.0,Artists from Same Playlist
Ariana Grande,Lizzo,Good as Hell (feat. Ariana Grande),https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq,56.0,Artists from Same Playlist
Ariana Grande,Megan Thee Stallion,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",https://open.spotify.com/track/2sQH02O2HBCPJCztBrCWNa,62.0,Artists from Same Playlist
Bruno Mars,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,61.0,Artists in Different Playlists
Bruno Mars,David Guetta,Versace on the Floor (Bruno Mars vs. David Guetta),https://open.spotify.com/track/5UJshy5HDHdNEVqlJwzsQB,57.0,Artists from Same Playlist
Bruno Mars,Mark Ronson,Uptown Funk (feat. Bruno Mars),https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,83.0,Artists from Same Playlist
Bruno Mars,Lady Gaga,Die With A Smile,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,100.0,Artists from Same Playlist
Bruno Mars,Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734,74.0,Artists from Same Playlist
Lauv,BTS,Who,https://open.spotify.com/track/0pSqYDTjY1Xt86usTQslAx,66.0,Artists from Same Playlist
Lauv,Clean Bandit,Stop Crying Your Heart Out - BBC Radio 2 Allstars,https://open.spotify.com/track/0vJN0jvhJ5nknlcIdDdlD3,34.0,Artists from Same Playlist
Lauv,Anne-Marie,"fuck, i'm lonely",https://open.spotify.com/track/2RNsweBBb1a6tAHXQtt2xH,63.0,Artists from Same Playlist
Lauv,DJ Snake,A Different Way (with Lauv),https://open.spotify.com/track/1YMBg7rOjxzbya0fPOYfNX,62.0,Artists from Same Playlist
Zedd,Justin Bieber,Let Me Love You - Zedd Remix,https://open.spotify.com/track/7xufmkFUZoSjX1mxWupnKY,34.0,Artists from Same Playlist
Zedd,Maren Morris,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Zedd,Shawn Mendes,Lost In Japan - Remix,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,55.0,Artists from Same Playlist
Zedd,Selena Gomez,I Want You To Know,https://open.spotify.com/track/1JDIArrcepzWDTAWXdGYmP,63.0,Artists from Same Playlist
Zedd,Lady Gaga,Marry The Night - Zedd Remix,https://open.spotify.com/track/3acHQsIoaXtCPX96CDgivm,25.0,Artists from Same Playlist
Zedd,Grey,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,76.0,Artists from Same Playlist
Zedd,Martin Garrix,Follow,https://open.spotify.com/track/5aXTfpNOqLj35ydEiLio67,52.0,Artists from Same Playlist
Zedd,DJ Snake,Let Me Love You - Zedd Remix,https://open.spotify.com/track/7xufmkFUZoSjX1mxWupnKY,34.0,Artists from Same Playlist
Zedd,Ariana Grande,Break Free,https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4,75.0,Artists from Same Playlist
Zedd,John Mayer,Automatic Yes (feat. John Mayer),https://open.spotify.com/track/6oAwQp0fXsZObpl5PLl2GN,55.0,Artists in Different Playlists
Sheppard,Wiz Khalifa,Up,https://open.spotify.com/track/2IWTYdKpX1cpm3Ogefn9kb,22.0,Artists from Same Playlist
Lady Gaga,Bruno Mars,Die With A Smile,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,100.0,Artists from Same Playlist
Lady Gaga,The Weeknd,Marry The Night - The Weeknd & Illangelo Remix,https://open.spotify.com/track/5bfivmKwgSni611w5gmAFa,25.0,Artists from Same Playlist
Lady Gaga,Zedd,Marry The Night - Zedd Remix,https://open.spotify.com/track/3acHQsIoaXtCPX96CDgivm,25.0,Artists from Same Playlist
Lady Gaga,Flo Rida,Starstruck,https://open.spotify.com/track/2DLsZCx5UEqVB3vY3kZWWB,52.0,Artists from Same Playlist
Lady Gaga,Ariana Grande,Rain On Me (with Ariana Grande),https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,70.0,Artists from Same Playlist
